Time,Absolute,GyroZ
964,0.956515253,0.014658058
965,1.107179999,-0.047231834
966,1.08759594,0.119214632
967,1.019484639,-0.042781033
968,1.022859931,0.027586445
969,0.99942416,-0.006342865
970,1.007262349,-0.069371819
971,1.181111217,0.047040991
972,1.473349929,0.01342715
973,1.163063407,-0.005703627
974,0.993353426,-0.016734343
975,1.237079978,0.008772562
976,0.428582817,0.035530549
977,0.611136436,-0.0766204
978,0.473431885,0.038286153
979,0.493189991,0.007495707
980,0.54732424,-0.027077122
981,0.755074024,0.016548609
982,0.630593836,0.04891536
983,0.555949509,-0.06124185
984,0.521097958,0.016243793
985,0.562400043,0.045110263
986,0.646414161,-0.015247073
987,0.493609071,-0.058298577
988,0.557170033,-0.032089636
989,0.475171804,0.059917074
990,0.425937504,0.009968173
991,0.506430268,-0.028487468
992,0.46212402,-0.013162763
993,0.506780922,0.001756598
994,0.529364586,-0.001421489
995,0.470350921,0.010164334
996,0.551326215,-0.000835525
997,0.509272695,0.0330627
998,0.525030077,-0.054612231
999,0.461364627,0.022311181
1000,0.490106612,-0.004456928
