Time,Absolute,GyroZ
149,0.556504965,0.099477425
150,0.498897016,0.139465213
151,0.484573752,-0.159564719
152,0.464101076,0.147359431
153,0.551391125,-0.137432605
154,0.616222084,-0.067725293
155,0.527775764,-0.028432747
156,0.487326026,-0.305774987
157,0.43748489,-0.009763643
158,0.4553262,-0.08613985
159,0.532262623,0.239242122
160,0.489695996,0.083600707
161,0.5279333,0.078528553
162,0.527414143,0.021989267
163,0.605820894,0.023971908
164,0.694949448,0.037245594
165,0.633798063,-0.048577558
166,0.846636236,-0.073812261
167,0.717260003,0.018234113
168,0.618565738,0.077500008
169,0.758737266,0.031624641
170,0.811294198,-0.133718014
171,0.989965856,0.040156811
172,0.791503966,0.020109057
173,0.840311944,-0.092570469
174,1.218696713,-0.07792566
175,0.997909367,0.121147245
176,0.94690907,0.020678408
177,0.827112138,0.029725498
178,1.074028254,0.022388304
179,0.853515327,-0.004009885
180,1.006840229,-0.101200007
181,0.790807843,-0.009258522
182,0.735020101,-0.092262186
183,0.95178777,-0.147480249
184,0.705009997,0.344939381
185,0.76397258,0.35669294
186,0.7295959,-0.077922069
187,0.708130062,-0.167808369
188,0.893353462,-0.222023234
189,0.828656256,-0.006395708
190,0.89948982,0.032992676
191,0.957959592,0.055338327
192,1.012010098,-0.000142429
193,0.917990029,-0.032008916
194,0.892610192,0.014347401
195,0.87398982,-0.029359303
196,0.979636788,0.040842246
197,1.341339707,-0.00252847
198,1.537838578,-0.047717206
199,1.138646483,0.03509447
200,1.109587908,0.04330612
201,0.921626329,-0.067452624
202,0.69583863,0.019760009
203,0.749757767,0.03543536
204,1.042299747,-0.000356954
205,0.928833485,-0.068251535
206,0.91142422,0.078825526
207,0.851939976,0.006171595
208,0.625010192,-0.031546123
209,0.696020246,-0.070972562
210,0.804355919,-0.042986147
211,0.720090926,0.103992701
212,0.713212132,0.021798279
213,0.824626029,-0.076097831
214,0.680540383,-0.007537023
215,0.723878801,0.069504298
216,0.603343368,-0.020333776
217,0.661149919,-0.007790192
218,0.70428288,-0.027778471
219,0.990454376,-0.018725008
220,0.914660335,-0.021141062
221,0.535414279,-0.009700673
222,0.357403964,0.006836021
223,0.479637384,0.058289081
224,1.098640084,0.142721906
225,1.163131356,0.011407854
226,1.184606314,-0.146612465
227,1.065121651,0.112002552
228,0.864522994,-0.032263812
229,0.703663468,-0.077773072
230,0.302300006,0.113380224
231,0.272733986,0.034276564
232,0.21259293,-0.024051175
233,0.286867648,-0.05445379
234,0.387263,-0.115163147
235,0.28112933,0.148823425
236,0.290977776,0.046246164
237,0.358340979,-0.034010354
238,0.416936398,-0.099305473
239,0.373707056,-0.063313961
240,0.398124129,0.067307636
241,0.450401962,-0.046549376
242,0.548754513,0.004413913
243,0.715596974,-0.038309164
244,0.783629835,0.105279587
245,1.001131058,0.009875001
246,0.481242388,-0.034174476
247,0.441700131,0.007369384
248,0.517158508,0.012681506
249,0.487369657,-0.034800444
250,0.589027286,-0.021107545
251,0.79899019,-0.005433158
252,1.29490912,-0.035277583
253,1.006656289,0.035823271
254,1.570799589,0.057267196
255,1.576252222,0.051013552
256,1.502050281,-0.172889009
257,1.245690107,0.167145401
258,1.355221987,-0.093148828
259,1.144737482,0.025208242
260,1.118070841,-0.031980406
261,0.902369738,0.069092341
262,0.983181655,-0.14015612
263,0.920505047,0.131284907
264,0.867729962,-0.014948461
265,0.905696929,-0.065094046
266,0.865838408,0.000631523
267,0.901424289,0.046198092
268,0.698909938,0.013193541
269,0.681202233,-0.024818731
270,0.546686828,0.032237802
271,0.397339046,-0.019950069
272,0.397098929,-0.165406525
273,0.393180728,0.01577485
274,0.39054811,0.009888487
275,0.385157526,0.162553996
276,0.528875887,0.007693697
277,0.602696955,-0.072178535
278,0.451424986,-0.059087347
279,0.460161686,0.061495446
280,0.467535436,-0.102072783
281,0.463993043,0.017399054
282,0.445168644,0.068191499
283,0.499807984,0.044451326
284,0.562014997,0.054908346
285,0.608350515,-0.074229077
286,0.696393788,-0.042557705
287,0.724819124,0.121082924
288,0.781038046,-0.101459123
289,0.955636561,-0.048933141
290,1.11769712,0.096639201
291,0.954755008,0.089242972
292,0.612230182,-0.0490265
293,0.680323362,0.061621562
294,0.701000154,-0.072991468
295,0.520089924,-0.036526199
296,0.688585937,-0.00711819
297,0.618368685,-0.020388655
298,0.840089858,0.085964926
299,0.742414474,-0.053748712
300,0.683075726,-0.026658287
301,0.657208085,0.066670008
302,0.772040248,0.278241068
303,0.843676865,0.450877219
304,0.893525422,1.347643375
305,0.828939974,0.741335273
306,0.719151258,0.06345854
307,0.712030411,-0.826425135
308,1.174820185,-0.773912251
309,0.838647544,0.074663021
310,0.623019218,0.294306695
311,0.823125303,-0.361319453
312,1.037750125,-0.182102621
313,1.171343446,-0.258931339
314,1.295686722,-0.10940516
315,1.231070042,-0.026440112
316,1.133949637,-0.000120876
317,1.114292979,-0.171793729
318,1.20144999,-0.017560765
319,1.038707018,0.005358136
320,1.604848027,0.016495001
321,1.530251026,0.074811153
322,1.328537583,0.051634349
323,1.440535069,0.021920975
324,1.830747247,-0.106070645
325,1.229900241,0.130235344
326,1.013989806,-0.169677183
327,1.424040198,0.193311065
328,1.196910143,-0.083773181
329,1.73010087,-0.259976834
330,1.731202126,-0.116507657
331,1.920121312,-0.021481209
332,1.598139763,0.165493041
333,1.548777938,-0.006245228
334,1.312909245,0.032169271
335,1.455889702,0.030264853
336,1.520151615,-0.106907524
337,1.331989884,-0.027485503
338,0.541260183,0.077189259
339,0.42079401,-0.129385635
340,0.496980757,0.064770296
341,0.310729295,0.162818611
342,0.431207895,0.008035026
343,0.377634346,-0.156881273
344,0.358008057,0.22355637
345,0.375400007,0.196281388
346,0.474340469,0.522395909
347,0.807484865,0.26895383
348,0.44648993,0.163651124
349,0.527414203,0.129902914
350,0.435873717,-0.594105184
351,0.336185843,-0.547597289
352,0.35464707,-1.009158254
353,0.355159611,-0.000354387
354,0.281517178,1.583311677
355,0.364590079,0.776407659
356,0.508257568,-1.111664414
357,0.454602987,-0.047210816
358,0.107949495,0.01318036
359,0.130687967,-0.003599921
360,0.150732324,0.609118342
361,0.158486858,1.351299524
362,0.243776947,-1.411694527
363,0.278345525,-0.826965272
364,0.345508069,0.814077318
365,0.378053099,-0.36317867
366,0.408788919,0.375563443
367,0.47139591,0.374206483
368,0.463936388,-0.781705976
369,0.524218142,0.145920098
370,0.651515245,-0.122795135
371,1.156929255,-0.062237974
372,1.098159552,-0.077097386
373,1.001303077,0.120676532
374,1.070894003,-0.007661243
375,0.970539927,0.156330079
376,1.164606094,0.12623705
377,1.143797636,-0.154281721
378,1.191608071,-0.049584448
379,1.336469889,0.002015691
380,1.161161423,0.046469375
381,1.191999912,-0.006967051
382,1.330149889,0.104830466
383,1.125625968,0.006600423
384,1.38227284,0.069397889
385,1.847359896,0.006683878
386,1.343272567,-0.02042992
387,1.226151705,-0.043503176
388,1.381757736,0.01561919
389,1.630710006,0.003120079
390,1.208191872,-0.046193585
391,1.343100905,-0.007591274
392,1.334300399,-0.028503029
393,1.421434164,-0.049941353
394,1.36593926,-0.067316659
395,1.240878582,0.023466758
396,1.208335042,0.149541035
397,1.046333432,-0.007859755
398,1.198918939,0.085331231
399,1.194187164,0.145391151
400,1.461130261,-0.116562217
401,1.662282586,0.071160644
402,0.944150031,0.022801444
403,0.972282588,0.162336409
404,1.052717209,0.024284527
405,1.421474218,0.052223679
406,1.062110186,0.0098715
407,1.223525643,0.010904158
408,1.298121095,-0.020961624
409,1.308988094,0.028695298
410,1.042454362,0.021564443
411,1.189404368,0.024774186
412,1.227029681,0.0671634
413,1.296171904,0.028590752
414,1.428595781,0.024035705
415,1.270494819,0.01731679
416,0.806440055,0.082251407
417,1.019475102,0.08569093
418,0.855444372,-0.026502507
419,0.959610164,-0.020956118
420,1.475292683,0.061908025
421,1.545514941,0.103575125
422,1.522899628,-0.145094618
423,0.796143413,-0.040996134
424,0.997314513,-0.191143081
425,1.263121128,-0.037701394
426,1.278559804,0.003180605
427,0.969632328,0.119852059
428,0.91458571,-0.071423113
429,1.057600021,-0.010328908
430,0.903605998,0.02907487
431,0.746030331,0.004385115
432,0.654955566,-0.046077181
433,0.751029789,0.021671796
434,0.682809174,0.002252134
435,0.653818309,-0.044456717
436,0.801722109,-0.01859891
437,0.561357617,0.027239209
438,0.671565652,0.016191594
439,0.666889966,-0.173084438
440,0.685404062,0.044527616
441,0.631656587,0.042472113
442,0.794414401,0.045057707
443,1.026520014,0.114387505
444,0.948676765,-0.071990214
445,0.731312931,-0.004403858
446,0.65102005,0.012230166
447,0.628141344,0.10019172
448,1.190686822,-0.133383602
449,0.865535975,0.057762835
450,0.753928185,-0.05483501
451,0.914444268,0.014157105
452,0.714596093,0.040100973
453,0.951870203,0.003725353
454,0.87212652,0.016665826
455,0.916616261,-0.007399786
456,1.031650066,0.021576464
457,0.946242511,0.011117991
458,1.226326346,-0.000376483
459,1.068656683,0.014415904
460,1.072400093,0.014889426
461,0.942303061,0.002669345
462,1.424414158,0.005092489
463,1.165367007,0.018711494
464,1.147716999,0.022283906
465,1.00848496,0.00647984
466,0.907690227,0.004589703
467,0.975616157,0.01587023
468,1.014565587,-0.007816471
469,0.992687047,0.00251334
470,1.077549934,-0.013426283
471,0.971030354,0.039094329
472,0.745179772,-0.006829327
473,0.94551003,-0.000742908
474,1.000424266,-0.02969354
475,0.841262579,0.021431439
476,0.863699794,-0.033021506
477,1.077838421,-0.026401782
478,0.772878885,-0.012892376
479,0.989000082,0.007957912
480,0.811009824,-0.003184052
481,0.885585964,-0.184231848
482,0.780370712,0.088044584
483,0.780269921,0.047889419
484,0.792939365,-0.040078253
485,0.77528286,-0.004919624
486,0.830450118,0.001145793
487,1.087555647,-0.026166232
488,0.597920299,-0.014896453
489,0.992707253,-0.021563526
490,1.134570122,-0.014445323
491,0.61257565,-0.023797778
492,0.740632236,-0.009588349
493,0.82566011,0.006998264
494,1.105464697,0.053913292
495,1.005636454,-0.094746433
496,0.786232173,0.093128905
497,0.854648948,-0.005439283
498,0.865262508,-0.16081351
499,0.908412218,0.003962052
500,0.889720023,-0.016888238
501,0.832739115,0.097683385
502,0.852333307,-0.012289043
503,0.732540965,0.038907345
504,0.731595993,0.036543384
505,0.87173748,-0.026199104
506,0.870934248,-0.001250232
507,0.871800005,0.002804271
508,0.685343564,-0.021901991
509,0.719535291,0.032534432
510,0.653121054,0.012298366
511,0.717110991,0.006170411
512,0.681909144,-0.002807136
513,0.687292874,-0.050349053
514,0.611776948,0.055913795
515,0.518418133,0.000337151
516,0.858176708,-0.023341632
517,0.65640986,0.029567653
518,0.783252656,-0.002800507
519,0.764019132,-0.040214952
520,0.802884758,0.022222562
521,0.788127065,-0.036034323
522,0.730089068,0.043234859
523,0.785848677,0.00219498
524,0.761423886,0.018757446
525,0.908515155,-0.04240036
526,0.649481893,-0.036641411
527,0.727239847,0.05916978
528,1.011310816,0.001338688
529,0.889666677,-0.005669409
530,0.909750044,-0.037163928
531,0.927979767,0.018240957
532,1.495535135,0.009158856
533,1.638222575,-0.012023654
534,0.634060085,-0.037047282
535,0.6441921,0.019943871
536,0.54083848,-0.021379888
537,0.481463969,0.005523177
538,0.637590945,-0.005749071
539,0.550927281,-0.007510941
540,0.634339988,0.001957984
541,0.503796995,-0.005296566
542,0.688939512,0.011156541
543,0.738363504,-0.015373877
544,0.760849893,-0.039065473
545,1.240959525,-0.00015012
546,1.418767571,0.041502006
547,2.169500589,0.001416173
548,1.023515105,0.017997259
549,0.891575873,-0.014499395
550,0.981859982,-0.012789059
551,1.646464705,0.018014869
552,1.40216136,-0.040094145
553,1.064767599,0.077713676
554,0.663514018,-0.039659608
555,0.635212183,-0.011401743
556,0.623050511,0.040172648
557,0.658822,0.01235782
558,0.578896999,0.017634181
559,0.668767512,-0.00380373
560,0.633272648,0.003679143
561,0.609920979,0.022161432
562,0.766424179,0.035172798
563,0.543464661,-0.046499792
564,0.628609896,-0.011763001
565,0.813367426,-0.010082762
566,0.659323335,0.00962353
567,0.637328088,0.061796352
568,0.6555354,-0.000935851
569,0.711854517,-0.007030151
570,0.783303976,-0.012759027
571,0.802661002,-0.030349074
572,0.686605871,0.035035077
573,0.795706987,-0.008207642
574,0.789336145,0.006228549
575,1.213838339,0.057808388
576,0.970888913,-0.0161476
577,1.000329852,-0.0037805
578,1.366191864,-0.013826666
579,2.659525156,0.004105682
580,0.972070575,0.021167368
581,0.559152901,-0.020505961
582,0.579397082,0.031164341
583,1.813848615,0.024444755
584,1.703040004,-0.040982608
585,0.900292814,-0.028053528
586,1.989737272,0.008646066
587,3.646778345,-0.063588731
588,0.902319968,0.015263506
589,1.280502677,0.001697819
590,2.427434206,-0.023086349
591,1.036360025,0.070115328
592,1.124373674,-0.08366137
593,0.950474679,-0.066166915
594,0.463339984,0.085328512
595,0.749071896,-0.025393035
596,0.646400034,0.018372476
597,1.079454541,-0.036644414
598,2.022409916,0.005811101
599,1.936131358,0.051583365
600,0.851302862,-0.022781383
601,1.222849846,-0.013953312
602,1.202343583,-0.031376116
603,0.707697093,-0.009715449
604,0.579039991,0.073759578
605,1.189525604,-0.036659438
606,0.605444431,0.007744739
607,0.581545532,-0.017740758
608,0.732363045,0.009475084
609,0.501676738,-0.027376924
610,0.45134142,0.00713427
611,0.630161941,0.028598046
612,0.642545462,-0.009879075
613,0.504636228,-0.003116644
614,0.401863098,-0.003431787
615,0.638464689,-0.002633075
616,0.626353443,-0.00118604
617,0.609434426,0.005872828
618,0.495950967,0.018395903
619,0.515743434,-0.024597432
620,0.69003433,0.007093791
621,0.68953979,-0.019845797
622,0.642080843,0.000403649
623,0.643333435,0.009397628
624,0.557990968,0.030747864
625,0.570625067,-0.026152182
626,0.586323082,-0.010326004
627,0.535131335,0.028418483
628,0.660810173,-0.029969845
629,0.534006,0.004259577
630,0.715109944,0.019630218
631,0.427697092,0.029343644
632,0.455640316,-0.005582315
633,0.504737318,-0.047955077
634,0.469242483,0.004236279
635,1.191200256,0.000216758
636,0.733050466,-0.030461587
637,1.13435328,0.033417944
638,1.17553997,-0.008863679
639,0.677171826,0.011884757
640,0.90859592,0.018114092
641,0.967570066,-0.029718053
642,0.641747475,-0.005766848
643,0.708747387,-0.000927029
644,0.69347477,0.03213831
645,0.660560966,-0.012821288
646,0.610140383,-0.016022783
647,0.567860603,0.012227639
648,0.577049971,-0.027858561
649,0.599737465,-0.150182068
650,0.689050555,0.227284849
651,0.49052003,0.019870056
652,0.602528214,0.018337797
653,0.666357458,-0.046046473
654,0.51181823,-0.043291166
655,0.619654119,-0.017702762
656,0.714110851,0.033548981
657,0.561295033,-0.012683931
658,0.647688091,-0.023350967
659,0.71274358,-0.002291043
660,0.549767733,0.021517724
661,0.555243313,0.002597436
662,0.869380176,-0.011451868
663,0.600565732,-0.014904934
664,0.712161541,-0.009420173
665,0.641719997,0.072355472
666,0.656169593,-0.058476795
667,0.64745152,0.052819546
668,0.675180078,-0.034228574
669,0.629656613,-0.000166008
670,0.626359582,-0.000938271
671,0.808479786,0.020696068
672,0.628729999,-0.012540678
673,0.584010124,-0.010084988
674,0.57120508,-0.023025362
675,0.616701007,0.010447157
676,0.684865654,-0.001933009
677,0.684384644,0.009586828
678,0.785357118,0.001599041
679,0.652659476,-0.021493498
680,0.591470718,0.035071436
681,0.601193845,-0.01729426
682,0.783279717,-0.020078193
683,0.771858752,0.013080411
684,0.602799952,0.012584157
685,0.619990051,0.000886609
686,0.663217008,-0.017538885
687,0.695444524,-0.027934991
688,0.789969862,0.043888804
689,0.755818009,-0.006510396
690,0.811666787,-0.005916671
691,0.728505194,-0.000126128
692,0.747610033,0.048219234
693,0.668484747,-0.047818124
694,0.754626274,-0.006625019
695,0.715622008,0.003453791
696,0.628035367,0.017056962
697,0.624117076,-0.034098819
698,0.670734286,0.021270985
699,0.69404006,0.001056656
700,0.654636443,-0.015106897
701,0.688939273,0.01403833
702,0.701476991,0.007780502
703,0.618436337,0.015460957
704,0.612151682,0.048389092
705,0.728994131,-0.038934276
706,0.649030209,0.011136574
707,0.731333435,0.001368422
708,0.715444624,0.026244877
709,0.551914096,-0.023337226
710,0.636483848,0.011485609
711,0.669252515,-0.010213462
712,0.691510022,0.001092476
713,0.665747344,0.007353865
714,0.642165601,0.000622071
715,0.676263988,0.009897661
716,0.760235667,0.011881063
717,0.621010125,-0.013699013
718,0.810112059,0.004995401
719,0.865350187,0.017038938
720,0.591575682,-0.023735702
721,0.536713004,0.038210224
722,0.652664959,-0.007273003
723,0.667152584,-0.00097622
724,0.590646446,0.039247438
725,0.657696962,-0.035688277
726,0.568579912,-0.010805106
727,0.635212004,0.03191331
728,0.652313054,-0.000182455
729,0.691183031,-0.006569515
730,0.653223217,-0.001510224
731,0.682420075,0.000620007
732,0.49266991,-0.01741669
733,0.681312084,0.011606791
734,0.688111126,0.0369225
735,0.66273737,-0.010118172
736,0.71559,0.033548716
737,0.82628268,-0.032444723
738,0.571070671,-0.004423403
739,0.481996,-0.00615687
740,0.674972713,0.019735867
741,0.576594949,0.018702563
742,1.143319964,-0.042082589
743,0.698696971,0.065564424
744,1.282333374,-0.039905004
745,1.538020134,0.012972792
746,0.885360003,-0.017603077
747,1.055434346,0.025724232
748,0.549605846,-0.031441104
749,0.559976935,0.002315447
750,0.711393952,0.015127705
751,0.760252535,-0.002241912
752,0.599569142,0.009676217
753,0.572501004,-0.002911177
754,0.530346513,0.049313344
755,0.537160456,-0.032026149
756,0.743652046,-0.024864854
757,0.55832535,0.041898992
758,0.690545619,-0.008097996
759,0.56576997,-0.017214118
760,0.564560652,0.004477543
761,0.850387633,0.016121639
762,0.538784862,0.007214294
763,0.511039913,0.001103741
764,1.228959322,0.014833826
765,1.942525864,-0.031363882
766,0.496988863,-0.003955771
767,0.481064647,0.111874647
768,0.921030283,-0.091381483
769,0.655445099,0.003003233
770,0.610757589,0.014646368
771,0.671202004,-0.004759506
772,0.667090893,-0.01379096
773,0.523868918,0.05506894
774,0.628509045,0.023725607
775,0.612929285,0.049524292
776,0.592790067,-0.053857632
777,0.529068649,-0.017080268
778,0.557157516,0.006922617
779,0.755363524,-0.150203437
780,0.622500002,-0.001384355
781,0.573949516,0.010057595
782,0.735670686,0.021139868
783,0.692778945,0.038621038
784,0.656292915,0.08407934
785,0.609474778,-0.057047632
786,0.622152984,-0.034977742
787,0.530262709,0.012601988
788,0.455520213,-0.039237253
789,0.782180846,0.003227266
790,0.606159985,0.052754313
791,0.469393909,-0.084497623
792,0.572060645,0.012756762
793,0.592533112,0.067676865
794,0.455890894,-0.040162105
795,0.3791233,0.037227347
796,0.395135015,0.001798423
797,0.433938473,0.036558107
798,0.455128282,-0.033434883
799,0.441710114,-0.019303545
800,0.394048035,-0.001495623
801,0.405476689,0.003211951
802,0.500282764,0.008661744
803,0.511556983,0.016991777
804,0.375837356,0.002885881
805,0.369985908,-0.009262056
806,0.388544947,-0.002036704
807,0.383149534,-0.023190614
808,0.423831254,-0.003259363
809,0.454263717,0.009181967
810,0.48330006,-0.016646931
811,0.401311129,-0.034111939
812,0.427090883,0.042827263
813,0.363029987,0.015753398
814,0.439909041,-0.006839515
815,0.450498074,-0.033101182
816,0.462742031,0.004182659
817,0.383064628,-0.000251889
818,0.412232399,0.0066852
819,0.403827369,0.026954662
820,0.387559026,0.025171278
821,0.352310032,0.026934713
822,0.438685805,0.012964726
823,0.476769954,0.140840769
824,0.450500876,-0.397130251
825,0.419153541,0.038049292
826,0.474305034,0.041695073
827,0.396169007,0.188688651
828,0.452269822,-0.028742071
829,0.429050565,-0.064560585
830,0.444435,-0.001167186
831,0.568090916,-0.022369079
832,0.560986817,-0.001157489
833,0.490980059,-0.002678346
834,0.579119265,0.003937357
835,0.480257601,0.042832814
836,0.546821117,-0.008946043
837,0.577464998,-0.015691051
838,0.855363607,-0.014704473
839,0.509953558,-0.036357354
840,0.868385077,0.062254876
841,1.381353498,-0.035798792
842,0.5724141,0.031434376
843,0.394018084,-0.00108639
844,0.728646398,0.02125448
845,0.448064566,-0.019851785
846,0.522201777,-0.035118755
847,1.220520139,-0.011636632
848,2.166999817,-6.84E-05
849,1.38213098,0.032207891
850,0.378782034,0.008604157
851,0.352110147,-0.018928044
852,0.419523209,-0.024723319
853,0.46603325,0.005559383
854,0.392692149,0.057616033
855,0.39339298,-0.035966948
856,0.42101115,-0.000910534
857,0.427895993,6.44E-05
858,0.500838339,-0.01164608
859,0.467393041,0.00152553
860,0.450005949,-0.014378673
861,0.460898817,0.007901756
862,0.549686968,-0.00268169
863,0.481845438,0.010085936
864,0.388742983,0.002877928
865,0.566387832,0.042021029
866,0.409957588,-0.01662571
867,0.445685029,-0.00925609
868,0.487957567,-0.032266688
869,0.44895649,0.039810944
870,0.397798032,-0.000332717
871,0.458562493,-0.024685824
872,0.512964606,-0.00323133
873,0.491575927,-0.003226701
874,0.822329938,0.016925503
875,1.075283051,0.011900286
876,1.158818245,-0.020217493
877,1.039735079,0.156854421
878,0.775706947,-0.010650259
879,0.446297884,-0.705638289
880,0.332459986,0.640220284
881,0.372932345,-0.015251618
882,0.344610065,-0.144738004
883,0.369501024,0.035126396
884,0.379218012,-0.003901449
885,0.497191966,0.078239255
886,0.421709955,-0.015947515
887,0.393361002,-0.03644181
888,0.448564619,-0.008851859
889,0.437063664,0.008526503
890,0.411547512,-0.008970893
891,0.524650037,0.014953213
892,0.410675734,-0.007152193
893,0.395016193,-0.011185567
894,0.395063043,0.009602939
895,0.40363127,0.005970086
896,0.496040463,-0.033362418
897,0.380998999,0.020726321
898,0.373238295,-0.004811935
899,0.340211123,0.003873355
900,0.442894906,0.033807456
901,0.401183039,-0.011379774
902,0.341335386,-0.01732491
903,0.400808156,-0.002073076
904,0.471990049,0.043971911
905,0.479488939,-0.01515568
906,0.427399158,-0.026214162
907,0.411453098,-0.012917273
908,0.349988908,-0.024199862
909,0.469868779,0.010761117
910,0.472496122,-0.000730547
911,0.409725964,0.037993342
912,0.465706825,0.033584934
913,0.398255438,-0.046892755
914,0.441610038,0.019980751
915,0.445375681,-0.062251497
916,0.420403987,0.031602606
917,0.371661991,-0.007456632
918,0.417810142,-0.004425796
919,0.394312084,0.031083671
920,0.45782721,0.013716217
921,0.447780013,-0.033923998
922,0.400606096,-0.034200244
923,0.381296962,0.044756684
924,0.441006213,-0.009312859
925,0.372106045,0.044361286
926,0.405061573,-0.047077041
927,0.481794834,-0.002888374
928,0.405180961,0.005031211
929,0.519628346,-0.105254553
930,0.44175759,-0.007875235
931,0.42956996,-0.029571034
932,0.39833349,0.184769496
933,0.464103997,-0.020454543
934,0.508253872,0.012654049
935,0.4905352,-0.009774925
936,0.460168749,-0.048031099
937,0.58133328,0.253174305
938,0.576405048,-0.021458313
939,0.65989691,-0.368382394
940,0.483404189,0.079894647
941,0.423881948,0.043720994
942,0.50799787,0.007589214
943,0.498260528,0.028263785
944,0.557836831,0.01145025
945,0.433944523,0.00155013
946,0.566000938,-0.043321919
947,0.467710257,0.025418101
948,0.44352001,-0.008228909
949,0.46136269,0.000538081
950,0.737801075,0.00469174
951,0.48240909,0.019951081
952,0.486808002,-0.012639493
953,1.401010275,-0.060153238
954,1.71969676,0.287526071
955,0.924439847,-0.478403926
956,0.908990026,0.25858748
957,0.925151408,-0.01156002
958,1.024120092,-0.008080661
959,1.28935349,-0.023984106
960,0.933838189,0.025273684
961,1.09005022,0.021502774
962,1.110909343,-0.038118262
963,0.990051568,-0.036454465
